#,CVE ID,Versions,Functions,Exploit URLs,Components,remarks,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,
114,CVE-2019-10649,7.0.8-36 Q16,SVGKeyValuePairs ,,,,401,,DoS,3/30/2019,8/24/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.8-36 Q16, there is a memory leak in the function SVGKeyValuePairs of coders/svg.c, which allows an attacker to cause a denial of service via a crafted image file."
115,CVE-2019-10131,before 7.0.7-28,formatIPTCfromBuffer ,,,,193,,,4/30/2019,10/28/2021,3.6,None,Local,Low,Not required,Partial,None,Partial,An off-by-one read vulnerability was discovered in ImageMagick before version 7.0.7-28 in the formatIPTCfromBuffer function in coders/meta.c. A local attacker may use this flaw to read beyond the end of the buffer or to crash the program.
116,CVE-2019-9956,7.0.8-35 Q16,PopHexPixel ,,,,787,,DoS Exec Code Overflow,3/24/2019,8/24/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"In ImageMagick 7.0.8-35 Q16, there is a stack-based buffer overflow in the function PopHexPixel of coders/ps.c, which allows an attacker to cause a denial of service or code execution via a crafted image file."
117,CVE-2019-7398,before 7.0.8-25,WriteDIBImage ,,,,401,,,2/5/2019,4/28/2021,5,None,Remote,Low,Not required,None,None,Partial,"In ImageMagick before 7.0.8-25, a memory leak exists in WriteDIBImage in coders/dib.c."
118,CVE-2019-7397,before 7.0.8-25,WritePDFImage ,,,,401,,,2/5/2019,4/28/2021,5,None,Remote,Low,Not required,None,None,Partial,"In ImageMagick before 7.0.8-25 and GraphicsMagick through 1.3.31, several memory leaks exist in WritePDFImage in coders/pdf.c."
119,CVE-2019-7396,before 7.0.8-25,ReadSIXELImage ,,,,401,,,2/5/2019,4/28/2021,5,None,Remote,Low,Not required,None,None,Partial,"In ImageMagick before 7.0.8-25, a memory leak exists in ReadSIXELImage in coders/sixel.c."
120,CVE-2019-7395,before 7.0.8-25,WritePSDChannel ,,,,401,,,2/5/2019,4/28/2021,5,None,Remote,Low,Not required,None,None,Partial,"In ImageMagick before 7.0.8-25, a memory leak exists in WritePSDChannel in coders/psd.c."
121,CVE-2019-7175,before 7.0.8-25,DecodeImage ,,,,401,,,3/7/2019,4/28/2021,5,None,Remote,Low,Not required,None,None,Partial,"In ImageMagick before 7.0.8-25, some memory leaks exist in DecodeImage in coders/pcd.c."
122,CVE-2018-20467,before 7.0.8-16,ReadBMPImage,,,,835,,DoS,12/26/2018,4/28/2021,4.3,None,Remote,Medium,Not required,None,None,Partial,"In coders/bmp.c in ImageMagick before 7.0.8-16, an input file can result in an infinite loop and hang, with high CPU and memory consumption. Remote attackers could leverage this vulnerability to cause a denial of service via a crafted file."
123,CVE-2018-18544,7.0.8-13 Q16,WriteMSLImage ,,,,772,,,10/21/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"There is a memory leak in the function WriteMSLImage of coders/msl.c in ImageMagick 7.0.8-13 Q16, and the function ProcessMSLScript of coders/msl.c in GraphicsMagick before 1.3.31."
124,CVE-2018-18025,7.0.8-13 Q16,EncodeImage ,,,,125,,DoS,10/7/2018,9/8/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.8-13 Q16, there is a heap-based buffer over-read in the EncodeImage function of coders/pict.c, which allows attackers to cause a denial of service via a crafted SVG image file."
125,CVE-2018-18024,7.0.8-13 Q16,ReadBMPImage ,,,,835,,DoS,10/7/2018,8/19/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.8-13 Q16, there is an infinite loop in the ReadBMPImage function of the coders/bmp.c file. Remote attackers could leverage this vulnerability to cause a denial of service via a crafted bmp file."
126,CVE-2018-18023,7.0.8-13 Q16,SVGStripString ,,,,125,,DoS,10/7/2018,6/25/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.8-13 Q16, there is a heap-based buffer over-read in the SVGStripString function of coders/svg.c, which allows attackers to cause a denial of service via a crafted SVG image file."
127,CVE-2018-18016,7.0.7-28,WritePCXImage ,,,,772,,,10/5/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.7-28 has a memory leak vulnerability in WritePCXImage in coders/pcx.c.
128,CVE-2018-17967,7.0.7-28,ReadBGRImage ,,,,772,,,10/3/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.7-28 has a memory leak vulnerability in ReadBGRImage in coders/bgr.c.
129,CVE-2018-17966,7.0.7-28,WritePDBImage ,,,,772,,,10/3/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.7-28 has a memory leak vulnerability in WritePDBImage in coders/pdb.c.
130,CVE-2018-17965,7.0.7-28,WriteSGIImage ,,,,772,,,10/3/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.7-28 has a memory leak vulnerability in WriteSGIImage in coders/sgi.c.
131,CVE-2018-16750,7.0.7-29 and earlier,formatIPTCfromBuffer ,,,,772,,,9/9/2018,4/28/2021,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.7-29 and earlier, a memory leak in the formatIPTCfromBuffer function in coders/meta.c was found."
132,CVE-2018-16749,7.0.7-29 and earlier,"ReadOneJNGImage , WriteBlob ",,,,476,,DoS,9/9/2018,4/28/2021,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.7-29 and earlier, a missing NULL check in ReadOneJNGImage in coders/png.c allows an attacker to cause a denial of service (WriteBlob assertion failure and application exit) via a crafted file."
133,CVE-2018-16645,7.0.8-11,"ReadBMPImage , ReadDIBImage ",,,,770,,DoS,9/6/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"There is an excessive memory allocation issue in the functions ReadBMPImage of coders/bmp.c and ReadDIBImage of coders/dib.c in ImageMagick 7.0.8-11, which allows remote attackers to cause a denial of service via a crafted image file."
134,CVE-2018-16644,7.0.8-11,"ReadDCMImage , ReadPICTImage ",,,,119,,DoS Overflow,9/6/2018,8/24/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,"There is a missing check for length in the functions ReadDCMImage of coders/dcm.c and ReadPICTImage of coders/pict.c in ImageMagick 7.0.8-11, which allows remote attackers to cause a denial of service via a crafted image."
135,CVE-2018-16643,7.0.8-4,"ReadDCMImage , ReadPWPImage , ReadCALSImage , ReadPICTImage ",,,do not check the return value of the fputc function,252,,DoS,9/6/2018,9/8/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,"The functions ReadDCMImage in coders/dcm.c, ReadPWPImage in coders/pwp.c, ReadCALSImage in coders/cals.c, and ReadPICTImage in coders/pict.c in ImageMagick 7.0.8-4 do not check the return value of the fputc function, which allows remote attackers to cause a denial of service via a crafted image file."
136,CVE-2018-16642,7.0.7-37 ,InsertRow ,,,,787,,DoS,9/6/2018,10/25/2018,4.3,None,Remote,Medium,Not required,None,None,Partial,The function InsertRow in coders/cut.c in ImageMagick 7.0.7-37 allows remote attackers to cause a denial of service via a crafted image file due to an out-of-bounds write.
137,CVE-2018-16641,7.0.8-6 ,TIFFWritePhotoshopLayers ,,,,772,,,9/6/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.8-6 has a memory leak vulnerability in the TIFFWritePhotoshopLayers function in coders/tiff.c.
138,CVE-2018-16640,7.0.8-5,ReadOneJNGImage ,,,,772,,,9/6/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.8-5 has a memory leak vulnerability in the function ReadOneJNGImage in coders/png.c.
139,CVE-2018-16413,7.0.8-11 Q16,"PushShortPixel , ParseImageResourceBlocks ",,,,125,,,9/3/2018,10/3/2019,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.8-11 Q16 has a heap-based buffer over-read in the MagickCore/quantum-private.h PushShortPixel function when called from the coders/psd.c ParseImageResourceBlocks function.
140,CVE-2018-16412,7.0.8-11 Q16,ParseImageResourceBlocks ,,,,125,,,9/3/2018,10/3/2019,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.8-11 Q16 has a heap-based buffer over-read in the coders/psd.c ParseImageResourceBlocks function.
141,CVE-2018-16329,before 7.0.8-8,GetMagickProperty ,,,,476,,,9/1/2018,10/25/2018,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"In ImageMagick before 7.0.8-8, a NULL pointer dereference exists in the GetMagickProperty function in MagickCore/property.c."
142,CVE-2018-16328,before 7.0.8-8,CheckEventLogging ,,,,476,,,9/1/2018,10/25/2018,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"In ImageMagick before 7.0.8-8, a NULL pointer dereference exists in the CheckEventLogging function in MagickCore/log.c."
143,CVE-2018-16323,before 7.0.8-9 ,ReadXBMImage ,,,,200,,#NAME?,9/1/2018,4/28/2021,4.3,None,Remote,Medium,Not required,Partial,None,None,"ReadXBMImage in coders/xbm.c in ImageMagick before 7.0.8-9 leaves data uninitialized when processing an XBM file that has a negative pixel value. If the affected code is used as a library loaded into a process that includes sensitive information, that information sometimes can be leaked via the image data."
144,CVE-2018-15607,7.0.8-11 Q16,,,,https://nvd.nist.gov/vuln/detail/CVE-2018-15607,400,,DoS,8/21/2018,6/25/2019,7.1,None,Remote,Medium,Not required,None,None,Complete,"In ImageMagick 7.0.8-11 Q16, a tiny input file 0x50 0x36 0x36 0x36 0x36 0x4c 0x36 0x38 0x36 0x36 0x36 0x36 0x36 0x36 0x1f 0x35 0x50 0x00 can result in a hang of several minutes during which CPU and memory resources are consumed until ultimately an attempted large memory allocation fails. Remote attackers could leverage this vulnerability to cause a denial of service via a crafted file."
145,CVE-2018-14551,7.0.8-7 ,ReadMATImageV4 ,,,,787,,Mem. Corr.,7/23/2018,8/24/2020,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The ReadMATImageV4 function in coders/mat.c in ImageMagick 7.0.8-7 uses an uninitialized variable, leading to memory corruption."
146,CVE-2018-14437,7.0.8-4,parse8BIM ,,,,772,,,7/20/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.8-4 has a memory leak in parse8BIM in coders/meta.c.
147,CVE-2018-14436,7.0.8-4,ReadMIFFImage ,,,,772,,,7/20/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.8-4 has a memory leak in ReadMIFFImage in coders/miff.c.
148,CVE-2018-14435,,DecodeImage ,,,,772,,,7/20/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.8-4 has a memory leak in DecodeImage in coders/pcd.c.
149,CVE-2018-14434,,WriteMPCImage,,,,772,,,7/20/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.8-4 has a memory leak for a colormap in WriteMPCImage in coders/mpc.c.
150,CVE-2018-13153,,XMagickCommand ,,,,772,,,7/5/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.8-4, there is a memory leak in the XMagickCommand function in MagickCore/animate.c."
151,CVE-2018-12600,7.0.8-3 Q16,"ReadDIBImage , WriteDIBImage",,,,787,,,6/20/2018,8/9/2018,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"In ImageMagick 7.0.8-3 Q16, ReadDIBImage and WriteDIBImage in coders/dib.c allow attackers to cause an out of bounds write via a crafted file."
152,CVE-2018-12599,7.0.8-3 Q16,"ReadBMPImage,  WriteBMPImage ",,,,787,,,6/20/2018,8/9/2018,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"In ImageMagick 7.0.8-3 Q16, ReadBMPImage and WriteBMPImage in coders/bmp.c allow attackers to cause an out of bounds write via a crafted file."
153,CVE-2018-11656,,ReadDCMImage ,,,,772,,DoS,6/1/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.7-20 Q16 x86_64, a memory leak vulnerability was found in the function ReadDCMImage in coders/dcm.c, which allows attackers to cause a denial of service via a crafted DCM image file."
154,CVE-2018-11655,7.0.7-20 Q16 ,GetImagePixelCache,,,,772,,DoS,6/1/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.7-20 Q16 x86_64, a memory leak vulnerability was found in the function GetImagePixelCache in MagickCore/cache.c, which allows attackers to cause a denial of service via a crafted CALS image file."
155,CVE-2018-11625,7.0.7-37,SetGrayscaleImage ,,,,125,,,5/31/2018,10/3/2019,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"In ImageMagick 7.0.7-37 Q16, SetGrayscaleImage in the quantize.c file allows attackers to cause a heap-based buffer over-read via a crafted file."
156,CVE-2018-11624,7.0.7-36 Q16,ReadMATImage ,,,,416,,,5/31/2018,6/6/2018,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"In ImageMagick 7.0.7-36 Q16, the ReadMATImage function in coders/mat.c allows attackers to cause a use after free via a crafted file."
157,CVE-2018-11251,7.0.7-23 Q16 x86_64 2018-01-24,ReadSUNImage ,,,,125,,DoS,5/18/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.7-23 Q16 x86_64 2018-01-24, there is a heap-based buffer over-read in ReadSUNImage in coders/sun.c, which allows attackers to cause a denial of service (application crash in SetGrayscaleImage in MagickCore/quantize.c) via a crafted SUN image file."
158,CVE-2018-10805,7.0.7-28,ReadYCBCRImage,,,,772,,,5/8/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick version 7.0.7-28 contains a memory leak in ReadYCBCRImage in coders/ycbcr.c.
159,CVE-2018-10804,7.0.7-28,WriteTIFFImage ,,,,772,,,5/8/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick version 7.0.7-28 contains a memory leak in WriteTIFFImage in coders/tiff.c.
160,CVE-2018-10177,7.0.7-28,ReadOneMNGImage ,,,,835,,DoS,4/16/2018,8/19/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.7-28, there is an infinite loop in the ReadOneMNGImage function of the coders/png.c file. Remote attackers could leverage this vulnerability to cause a denial of service via a crafted mng file."
161,CVE-2018-9135,7.0.7-24 Q16,IsWEBPImageLossless ,,,,125,,,3/30/2018,10/3/2019,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"In ImageMagick 7.0.7-24 Q16, there is a heap-based buffer over-read in IsWEBPImageLossless in coders/webp.c."
162,CVE-2018-9133,7.0.7-26 Q16,"DecodeLabImage , EncodeLabImage ",,,,834,,DoS,3/30/2018,8/19/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,"ImageMagick 7.0.7-26 Q16 has excessive iteration in the DecodeLabImage and EncodeLabImage functions (coders/tiff.c), which results in a hang (tens of minutes) with a tiny PoC file. Remote attackers could leverage this vulnerability to cause a denial of service via a crafted tiff file."
163,CVE-2018-8960,7.0.7-26 Q16,ReadTIFFImage ,,,,125,,,3/23/2018,8/19/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The ReadTIFFImage function in coders/tiff.c in ImageMagick 7.0.7-26 Q16 does not properly restrict memory allocation, leading to a heap-based buffer over-read."
164,CVE-2018-8804,,WriteEPTImage ,,,,415,,DoS,3/20/2018,8/19/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,WriteEPTImage in coders/ept.c in ImageMagick 7.0.7-25 Q16 allows remote attackers to cause a denial of service (MagickCore/memory.c double free and application crash) or possibly have unspecified other impact via a crafted file.
165,CVE-2018-7470,,IsWEBPImageLossless,,,,119,,DoS Overflow,2/25/2018,3/17/2018,4.3,None,Remote,Medium,Not required,None,None,Partial,An issue was discovered in ImageMagick 7.0.7-22 Q16. The IsWEBPImageLossless function in coders/webp.c allows attackers to cause a denial of service (segmentation violation) via a crafted file.
166,CVE-2018-7443,,ReadTIFFImage ,,,,770,,DoS,2/23/2018,8/19/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,"The ReadTIFFImage function in coders/tiff.c in ImageMagick 7.0.7-23 Q16 does not properly validate the amount of image data in a file, which allows remote attackers to cause a denial of service (memory allocation failure in the AcquireMagickMemory function in MagickCore/memory.c)."
167,CVE-2018-6930,7.0.7-22,ComputeResizeImage ,,,,125,,DoS,2/13/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,A stack-based buffer over-read in the ComputeResizeImage function in the MagickCore/accelerate.c file of ImageMagick 7.0.7-22 allows a remote attacker to cause a denial of service (application crash) via a maliciously crafted pict file.
168,CVE-2018-6876,7.0.7-22 Q16 ,,,,,119,,DoS Overflow,2/9/2018,3/8/2018,4.3,None,Remote,Medium,Not required,None,None,Partial,"The OLEProperty class in ole/oleprop.cpp in libfpx 1.3.1-10, as used in ImageMagick 7.0.7-22 Q16 and other products, allows remote attackers to cause a denial of service (stack-based buffer under-read) via a crafted bmp image."
169,CVE-2018-6405,before 7.0.7-23,ReadDCMImage ,,,,772,,DoS,1/30/2018,4/28/2021,4.3,None,Remote,Medium,Not required,None,None,Partial,"In the ReadDCMImage function in coders/dcm.c in ImageMagick before 7.0.7-23, each redmap, greenmap, and bluemap variable can be overwritten by a new pointer. The previous pointer is lost, which leads to a memory leak. This allows remote attackers to cause a denial of service."
170,CVE-2018-5358,7.0.7-22 Q16,EncodeImageAttributes ,,,,772,,,1/12/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"ImageMagick 7.0.7-22 Q16 has memory leaks in the EncodeImageAttributes function in coders/json.c, as demonstrated by the ReadPSDLayersInternal function in coders/psd.c."
171,CVE-2018-5357,7.0.7-22 Q16,ReadDCMImage ,,,,772,,,1/12/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.7-22 Q16 has memory leaks in the ReadDCMImage function in coders/dcm.c.
172,CVE-2018-5248,7.0.7-17 Q16,"ReadSIXELImage , sixel_decode ",,,,125,,,1/5/2018,3/12/2019,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"In ImageMagick 7.0.7-17 Q16, there is a heap-based buffer over-read in coders/sixel.c in the ReadSIXELImage function, related to the sixel_decode function."
173,CVE-2018-5247,7.0.7-17 Q16,ReadRLAImage ,,,,772,,,1/5/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.7-17 Q16, there are memory leaks in ReadRLAImage in coders/rla.c."
174,CVE-2018-5246, 7.0.7-17 Q16,ReadPATTERNImage ,,,,772,,,1/5/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.7-17 Q16, there are memory leaks in ReadPATTERNImage in coders/pattern.c."
175,CVE-2017-1000476,,ReadDDSInfo ,,,,400,,DoS,1/3/2018,9/8/2020,7.1,None,Remote,Medium,Not required,None,None,Complete,"ImageMagick 7.0.7-12 Q16, a CPU exhaustion vulnerability was found in the function ReadDDSInfo in coders/dds.c, which allows attackers to cause a denial of service."
176,CVE-2017-1000445,,,,,,476,,DoS,1/2/2018,4/28/2021,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.7-1 and older version are vulnerable to null pointer dereference in the MagickCore component and might lead to denial of service
177,CVE-2017-18273,,"ReadTXTImage , GetImageIndexInList",,,,835,,DoS,5/18/2018,9/8/2020,7.1,None,Remote,Medium,Not required,None,None,Complete,"In ImageMagick 7.0.7-16 Q16 x86_64 2017-12-22, an infinite loop vulnerability was found in the function ReadTXTImage in coders/txt.c, which allows attackers to cause a denial of service (CPU exhaustion) via a crafted image file that is mishandled in a GetImageIndexInList call."
178,CVE-2017-18272,7.0.7-16 Q16 x86_64 2017-12-25,"ReadOneMNGImage , MngInfoDiscardObject",,,,416,,DoS,5/18/2018,6/15/2018,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.7-16 Q16 x86_64 2017-12-25, there is a use-after-free in ReadOneMNGImage in coders/png.c, which allows attackers to cause a denial of service via a crafted MNG image file that is mishandled in an MngInfoDiscardObject call."
179,CVE-2017-18271,7.0.7-16 Q16 x86_64 2017-12-22,ReadMIFFImage ,,,,835,,DoS,5/18/2018,9/8/2020,7.1,None,Remote,Medium,Not required,None,None,Complete,"In ImageMagick 7.0.7-16 Q16 x86_64 2017-12-22, an infinite loop vulnerability was found in the function ReadMIFFImage in coders/miff.c, which allows attackers to cause a denial of service (CPU exhaustion) via a crafted MIFF image file."
180,CVE-2017-18254,,WriteGIFImage ,,,,772,,DoS,3/27/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"An issue was discovered in ImageMagick 7.0.7. A memory leak vulnerability was found in the function WriteGIFImage in coders/gif.c, which allow remote attackers to cause a denial of service via a crafted file."
181,CVE-2017-18253,7.0.7. A ,LoadOpenCLDevices ,,,,476,,DoS,3/27/2018,3/30/2018,4.3,None,Remote,Medium,Not required,None,None,Partial,"An issue was discovered in ImageMagick 7.0.7. A NULL pointer dereference vulnerability was found in the function LoadOpenCLDevices in MagickCore/opencl.c, which allows attackers to cause a denial of service via a crafted file."
182,CVE-2017-18252,7.0.7,MogrifyImageList ,,,,617,,DoS,3/27/2018,8/19/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,An issue was discovered in ImageMagick 7.0.7. The MogrifyImageList function in MagickWand/mogrify.c allows attackers to cause a denial of service (assertion failure and application exit in ReplaceImageInList) via a crafted file.
183,CVE-2017-18251,7.0.7,ReadPCDImage,,,,772,,DoS,3/27/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"An issue was discovered in ImageMagick 7.0.7. A memory leak vulnerability was found in the function ReadPCDImage in coders/pcd.c, which allow remote attackers to cause a denial of service via a crafted file."
184,CVE-2017-18250,7.0.7,LogOpenCLBuildFailure ,,,NULL pointer dereference,476,,DoS,3/27/2018,8/9/2018,4.3,None,Remote,Medium,Not required,None,None,Partial,"An issue was discovered in ImageMagick 7.0.7. A NULL pointer dereference vulnerability was found in the function LogOpenCLBuildFailure in MagickCore/opencl.c, which allows attackers to cause a denial of service via a crafted file."
185,CVE-2017-18211,7.0.7,saveBinaryCLProgram,,,NULL pointer dereference,476,,,3/1/2018,9/8/2020,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"In ImageMagick 7.0.7, a NULL pointer dereference vulnerability was found in the function saveBinaryCLProgram in magick/opencl.c because a program-lookup result is not checked, related to CacheOpenCLKernel."
186,CVE-2017-18210,7.0.7,BenchmarkOpenCLDevices,,,,476,,,3/1/2018,3/16/2018,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"In ImageMagick 7.0.7, a NULL pointer dereference vulnerability was found in the function BenchmarkOpenCLDevices in MagickCore/opencl.c because a memory allocation result is not checked."
187,CVE-2017-18209,7.0.7,GetOpenCLCachedFilesDirectory,,,,476,,,3/1/2018,9/8/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"In the GetOpenCLCachedFilesDirectory function in magick/opencl.c in ImageMagick 7.0.7, a NULL pointer dereference vulnerability occurs because a memory allocation result is not checked, related to GetOpenCLCacheDirectory."
188,CVE-2017-18029,7.0.6-10 Q16,ReadMATImage,,,,772,,DoS,1/12/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.6-10 Q16, a memory leak vulnerability was found in the function ReadMATImage in coders/mat.c, which allow remote attackers to cause a denial of service via a crafted file."
189,CVE-2017-18028,7.0.6-10 Q16,ReadTIFFImage,,,,770,,DoS,1/12/2018,10/3/2019,7.1,None,Remote,Medium,Not required,None,None,Complete,"In ImageMagick 7.0.7-1 Q16, a memory exhaustion vulnerability was found in the function ReadTIFFImage in coders/tiff.c, which allow remote attackers to cause a denial of service via a crafted file."
190,CVE-2017-18027,7.0.6-10 Q16,ReadMATImage,,,,772,,DoS,1/12/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.7-1 Q16, a memory leak vulnerability was found in the function ReadMATImage in coders/mat.c, which allow remote attackers to cause a denial of service via a crafted file."
191,CVE-2017-18022,7.0.7-12 Q16,MontageImageCommand,,,,772,,,1/5/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.7-12 Q16, there are memory leaks in MontageImageCommand in MagickWand/montage.c."
192,CVE-2017-18008,7.0.7-17 Q16,ReadPWPImage,,,,772,,,1/1/2018,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.7-17 Q16, there is a Memory Leak in ReadPWPImage in coders/pwp.c."
193,CVE-2017-17934,7.0.7-17 Q16,"MSLPopImage, ProcessMSLScript",,,,772,,,12/27/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"ImageMagick 7.0.7-17 Q16 x86_64 has memory leaks in coders/msl.c, related to MSLPopImage and ProcessMSLScript, and associated with mishandling of MSLPushImage calls."
194,CVE-2017-17914,7.0.7-16 Q16,"ReadOnePNGImage, ReadOneMNGImage",,,,834,,DoS,12/27/2017,9/8/2020,7.1,None,Remote,Medium,Not required,None,None,Complete,"In ImageMagick 7.0.7-16 Q16, a vulnerability was found in the function ReadOnePNGImage in coders/png.c, which allows attackers to cause a denial of service (ReadOneMNGImage large loop) via a crafted mng image file."
195,CVE-2017-17887,7.0.7-16 Q16,"GetImagePixelCache, AcquireMagickMemory , AcquireSemaphoreMemory , AcquireAlignedMemory ",,,,772,,DoS,12/27/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.7-16 Q16, a memory leak vulnerability was found in the function GetImagePixelCache in magick/cache.c, which allows attackers to cause a denial of service via a crafted MNG image file that is processed by ReadOneMNGImage."
196,CVE-2017-17886,7.0.7-12 Q16,ReadPSDChannelZip ,,,,772,,DoS,12/27/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.7-12 Q16, a memory leak vulnerability was found in the function ReadPSDChannelZip in coders/psd.c, which allows attackers to cause a denial of service via a crafted psd image file."
197,CVE-2017-17885,7.0.7-12 Q16,ReadPICTImage ,,,,772,,DoS,12/27/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.7-12 Q16, a memory leak vulnerability was found in the function ReadPICTImage in coders/pict.c, which allows attackers to cause a denial of service via a crafted PICT image file."
198,CVE-2017-17884,7.0.7-16 Q16,WriteOnePNGImage ,,,,772,,DoS,12/27/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.7-16 Q16, a memory leak vulnerability was found in the function WriteOnePNGImage in coders/png.c, which allows attackers to cause a denial of service via a crafted PNG image file."
199,CVE-2017-17883,7.0.7-12 Q16,ReadPGXImage ,,,,772,,DoS,12/27/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.7-12 Q16, a memory leak vulnerability was found in the function ReadPGXImage in coders/pgx.c, which allows attackers to cause a denial of service via a crafted PGX image file."
200,CVE-2017-17882,7.0.7-12 Q16,ReadXPMImage ,,,,772,,DoS,12/27/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.7-12 Q16, a memory leak vulnerability was found in the function ReadXPMImage in coders/xpm.c, which allows attackers to cause a denial of service via a crafted XPM image file."
